date,package,title
2021-02-22 ,memofunc,Function Memoization 
2021-02-22 ,MIRES,Measurement Invariance Assessment Using Random Effects Models and Shrinkage 
2021-02-22 ,mlr,Machine Learning in R 
2021-02-22 ,multicastR,A Companion to the Multi-CAST Collection 
2021-02-22 ,rameritrade,'TD Ameritrade' API Interface for R 
2021-02-22 ,reactR,React Helpers 
2021-02-22 ,savonliquide,Accessibility Toolbox for 'R' Users 
2021-02-22 ,shinypivottabler,Shiny Module to Create Pivot Tables 
2021-02-22 ,sirus,Stable and Interpretable RUle Set 
2021-02-22 ,SLEMI,Statistical Learning Based Estimation of Mutual Information 
2021-02-22 ,stencilaschema,Bindings for Stencila Schema 
2021-02-22 ,stlELM,Hybrid Forecasting Model Based on STL Decomposition and ELM 
2021-02-22 ,trawl,Estimation and Simulation of Trawl Processes 
2021-02-22 ,votesmart,Wrapper for the Project 'VoteSmart' API 
2021-02-21 ,dbhydroR,'DBHYDRO' Hydrologic and Water Quality Data 
2021-02-21 ,imgpalr,Create Color Palettes from Images 
2021-02-21 ,qrcmNP,Nonlinear and Penalized Quantile Regression Coefficients Modeling 
2021-02-21 ,quantities,Quantity Calculus for R Vectors 
2021-02-21 ,RAEN,Random Approximate Elastic Net (RAEN) Variable Selection Method 
2021-02-20 ,CamelUp,'CamelUp' Board Game as a Teaching Aid for Introductory Statistics 
2021-02-20 ,CBSr,Fits Cubic Bezier Spline Functions to Intertemporal and Risky Choice Data 
2021-02-20 ,eia,API Wrapper for 'US Energy Information Administration' Open Data 
2021-02-20 ,epos,Epilepsy Ontologies' Similarities 
2021-02-20 ,fastrmodels,Models for the 'nflfastR' Package 
2021-02-20 ,imputeFin,Imputation of Financial Time Series with Missing Values and/or Outliers 
2021-02-20 ,Infusion,Inference Using Simulation 
2021-02-20 ,kableExtra,Construct Complex Table with 'kable' and Pipe Syntax 
2021-02-20 ,legocolors,Official Lego Color Palettes 
2021-02-20 ,nhlapi,A Minimum-Dependency 'R' Interface to the 'NHL' API 
2021-02-20 ,novelforestSG,Data for Lai et al. (2021) Appl. Veg. Sci. 
2021-02-20 ,opencage,Geocode with the OpenCage API 
2021-02-20 ,r3PG,Simulating Forest Growth using the 3-PG Model 
2021-02-20 ,tabr,"Music Notation Syntax, Manipulation, Analysis and Transcription in R "
2021-02-20 ,tiler,Create Geographic and Non-Geographic Map Tiles 
2021-02-19 ,contactdata,Social Contact Matrices for 152 Countries 
2021-02-19 ,FertBoot,Fertilizer Response Curve Analysis by Bootstrapping Residuals 
2021-02-19 ,uk2us,Convert Words Between UK and US English 
2021-02-19 ,winfapReader,Interact with Peak Flow Data in the United Kingdom 
2021-02-18 ,CDFt,Downscaling and Bias Correction via Non-Parametric CDF-Transform 
2021-02-18 ,censusxy,Access the U.S. Census Bureau's Geocoding A.P.I. System 
2021-02-18 ,DMTL,Tools for Applying Distribution Mapping Based Transfer Learning 
2021-02-18 ,EthSEQ,Ethnicity Annotation from Whole Exome Sequencing Data 
2021-02-18 ,featureflag,Turn Features On and Off using Feature Flags 
2021-02-18 ,interplot,Plot the Effects of Variables in Interaction Terms 
2021-02-18 ,mapaccuracy,Unbiased Thematic Map Accuracy and Area 
2021-02-18 ,PAC,Partition-Assisted Clustering and Multiple Alignments of Networks 
2021-02-18 ,prisonbrief,Downloads and Parses World Prison Brief Data 
2021-02-18 ,SentimentAnalysis,Dictionary-Based Sentiment Analysis 
2021-02-18 ,SparseM,Sparse Linear Algebra 
2021-02-17 ,cimir,Interface to the CIMIS Web API 
2021-02-17 ,descstat,Tools for Descriptive Statistics 
2021-02-17 ,germinationmetrics,Seed Germination Indices and Curve Fitting 
2021-02-17 ,ibb,R Wrapper for Istanbul Municipality Open Data Portal 
2021-02-17 ,ipcwswitch,Inverse Probability of Censoring Weights to Deal with Treatment Switch in Randomized Clinical Trials 
2021-02-17 ,LLSR,Data Analysis of Liquid-Liquid Systems using R 
2021-02-17 ,MonoPhy,Explore Monophyly of Taxonomic Groups in a Phylogeny 
2021-02-17 ,NAEPirtparams,IRT Parameters for the National Assessment of Education Progress 
2021-02-17 ,netseg,Measures of Network Segregation and Homophily 
2021-02-17 ,PGRdup,Discover Probable Duplicates in Plant Genetic Resources Collections 
2021-02-17 ,pmwg,Particle Metropolis Within Gibbs 
2021-02-17 ,rkeops,"Kernel Operations on GPU or CPU, with Autodiff, without Memory Overflows "
2021-02-17 ,ROCket,Simple and Fast ROC Curves 
2021-02-17 ,RSmallTelescopes,Empirical Small Telescopes Analysis 
2021-02-17 ,slgf,Bayesian Model Selection with Suspected Latent Grouping Factors 
2021-02-17 ,sta,Seasonal Trend Analysis for Time Series Imagery in R 
2021-02-16 ,caRecall,Government of Canada Vehicle Recalls Database API Wrapper 
2021-02-16 ,ClusterBootstrap,Analyze Clustered Data with Generalized Linear Models using the Cluster Bootstrap 
2021-02-16 ,descr,Descriptive Statistics 
2021-02-16 ,EcotoneFinder,Characterising and Locating Ecotones and Communities 
2021-02-16 ,emhawkes,Exponential Multivariate Hawkes Model 
2021-02-16 ,FSelector,Selecting Attributes 
2021-02-16 ,gasper,Graph Signal Processing 
2021-02-16 ,gnomonicM,Estimate Natural Mortality for Different Life Stages 
2021-02-16 ,gpmap,Analysing and Plotting Genotype-Phenotype Maps 
2021-02-16 ,hierBipartite,Bipartite Graph-Based Hierarchical Clustering 
2021-02-16 ,iconr,Graphical and Spatial Analysis for Prehistoric Iconography 
2021-02-16 ,IVYplot,Produces an IVY Plot (Similar to Dot Plot) with/without Frequencies 
2021-02-16 ,jlsm,Joint Latent Space Model for Social Networks with Multivariate Attributes 
2021-02-16 ,lillies,Estimation of Life Years Lost 
2021-02-16 ,marginalizedRisk,Estimating Marginalized Risk 
2021-02-16 ,mbr,Mass Balance Reconstruction 
2021-02-16 ,neutralitytestr,Test for a Neutral Evolutionary Model in Cancer Sequencing Data 
2021-02-16 ,NPIstats,Nonparametric Predictive Inference 
2021-02-16 ,puls,Partitioning Using Local Subregions 
2021-02-16 ,rando,Context Aware Random Numbers 
2021-02-15 ,aliases2entrez,Converts Human gene symbols to entrez IDs 
2021-02-15 ,bifurcatingr,Bifurcating Autoregressive Models 
2021-02-15 ,briKmeans,Package for Brik and Fabrik Algorithms to Initialise Kmeans 
2021-02-15 ,CHOIRBM,Plots the CHOIR Body Map 
2021-02-15 ,ecolTest,Community Ecology Tests 
2021-02-15 ,eRm,Extended Rasch Modeling 
2021-02-15 ,formulaic,Dynamic Generation and Quality Checks of Formula Objects 
2021-02-15 ,homals,Gifi Methods for Optimal Scaling 
2021-02-15 ,IntervalSurgeon,Operating on Integer-Bounded Intervals 
2021-02-15 ,metagear,Comprehensive Research Synthesis Tools for Systematic Reviews and Meta-Analysis 
2021-02-15 ,monoClust,Perform Monothetic Clustering with Extensions to Circular Data 
2021-02-15 ,pompom,Person-Oriented Method and Perturbation on the Model 
2021-02-15 ,rnrfa,UK National River Flow Archive Data from R 
2021-02-15 ,SimReg,Similarity Regression 
2021-02-15 ,vlad,Variable Life Adjusted Display and Other Risk-Adjusted Quality Control Charts 
2021-02-15 ,xmeta,A Toolbox for Multivariate Meta-Analysis 
2021-02-14 ,clValid,Validation of Clustering Results 
2021-02-14 ,coenocliner,Coenocline Simulation 
2021-02-14 ,keyATM,Keyword Assisted Topic Model 
2021-02-14 ,memery,Internet Memes for Data Analysts 
2021-02-14 ,TCA,Tensor Composition Analysis 
2021-02-13 ,DiceDesign,Designs of Computer Experiments 
2021-02-13 ,keyToEnglish,Convert Data to Memorable Phrases 
2021-02-13 ,RChest,Locating Distributional Changes in Highly Dependent Time Series 
2021-02-13 ,rstatix,Pipe-Friendly Framework for Basic Statistical Tests 
2021-02-12 ,gapfill,Fill Missing Values in Satellite Data 
2021-02-12 ,HEMDAG,Hierarchical Ensemble Methods for Directed Acyclic Graphs 
2021-02-12 ,highSCREEN,High-Throughput Screening for Plate Based Essays 
2021-02-12 ,lookout,Leave One Out Kernel Density Estimates for Outlier Detection 
2021-02-12 ,norm2,Analysis of Incomplete Multivariate Data under a Normal Model 
2021-02-12 ,OCA,Optimal Capital Allocations 
2021-02-12 ,phateR,PHATE - Potential of Heat-Diffusion for Affinity-Based Transition Embedding 
2021-02-12 ,resumer,Build Resumes with R 
2021-02-12 ,shutterplot,The R Shutter Plot Package 
2021-02-12 ,simsl,Single-Index Models with a Surface-Link 
2021-02-12 ,VBsparsePCA,The Variational Bayesian Method for Sparse PCA 
2021-02-12 ,visStatistics,Automated Visualization of Statistical Tests 
2021-02-12 ,wiad,Wood Image Analysis and Dataset 
2021-02-11 ,airGRdatassim,Ensemble-Based Data Assimilation with GR Hydrological Models 
2021-02-11 ,archiDART,Plant Root System Architecture Analysis Using DART and RSML Files 
2021-02-11 ,ccmReportR,Wraps 'CCM' with Utility Functions 
2021-02-11 ,covidprobability,Estimate the Unit-Wide Probability of COVID-19 
2021-02-11 ,DiversificationR,Econometric Tools to Measure Portfolio Diversification 
2021-02-11 ,dotCall64,Enhanced Foreign Function Interface Supporting Long Vectors 
2021-02-11 ,fipp,Induced Priors in Bayesian Mixture Models 
2021-02-11 ,HeteroGGM,Gaussian Graphical Model-Based Heterogeneity Analysis 
2021-02-11 ,MLpreemption,Maximum Likelihood Estimation of the Niche Preemption Model 
2021-02-11 ,mojson,A Serialization-Style Flattening and Description for JSON 
2021-02-11 ,onion,Octonions and Quaternions 
2021-02-11 ,optimParallel,Parallel Version of the L-BFGS-B Optimization Method 
2021-02-11 ,ParBayesianOptimization,Parallel Bayesian Optimization of Hyperparameters 
2021-02-11 ,pmclust,Parallel Model-Based Clustering using Expectation-Gathering-Maximization Algorithm for Finite Mixture Gaussian Model 
2021-02-11 ,PPRL,Privacy Preserving Record Linkage 
2021-02-11 ,promises,Abstractions for Promise-Based Asynchronous Programming 
2021-02-11 ,QDiabetes,Type 2 Diabetes Risk Calculator 
2021-02-11 ,shinyloadtest,Load Test Shiny Applications 
2021-02-10 ,AHPhybrid,AHP Hybrid Method 
2021-02-10 ,cape,Combined Analysis of Pleiotropy and Epistasis for Diversity Outbred Mice 
2021-02-10 ,DChaos,Chaotic Time Series Analysis 
2021-02-10 ,EstimateGroupNetwork,Perform the Joint Graphical Lasso and Selects Tuning Parameters 
2021-02-10 ,feature,Local Inferential Feature Significance for Multivariate Kernel Density Estimation 
2021-02-10 ,ggmcmc,Tools for Analyzing MCMC Simulations from Bayesian Inference 
2021-02-10 ,IMIX,Gaussian Mixture Model for Multi-Omics Data Integration 
2021-02-10 ,insol,Solar Radiation 
2021-02-10 ,mfbvar,Mixed-Frequency Bayesian VAR Models 
2021-02-10 ,mobr,Measurement of Biodiversity 
2021-02-10 ,omsvg,Build and Transform 'SVG' Objects 
2021-02-10 ,ontologyPlot,Visualising Sets of Ontological Terms 
2021-02-10 ,ontologySimilarity,Calculating Ontological Similarities 
2021-02-10 ,ORTSC,Connects to Google Cloud API for Label Detection 
2021-02-10 ,permPATH,Permutation Based Gene Expression Pathway Analysis 
2021-02-10 ,phyclust,Phylogenetic Clustering (Phyloclustering) 
2021-02-10 ,prettyB,Pretty Base Graphics 
2021-02-10 ,ResidentialEnergyConsumption,Residential Energy Consumption Data 
2021-02-10 ,survC1,C-Statistics for Risk Prediction Models with Censored Survival Data 
2021-02-10 ,SymbolicDeterminants,Symbolic Representation of Matrix Determinant 
2021-02-10 ,tsallisqexp,Tsallis q-Exp Distribution 
2021-02-09 ,betareg,Beta Regression 
2021-02-09 ,bsTools,Create HTML Content with Bootstrap 5 Classes and Layouts 
2021-02-09 ,DELTD,Kernel Density Estimation using Lifetime Distributions 
2021-02-09 ,EleChemr,Electrochemical Reactions Simulation 
2021-02-09 ,flippant,Dithionite Scramblase Assay Analysis 
2021-02-09 ,gdpc,Generalized Dynamic Principal Components 
2021-02-09 ,outbreaker2,Bayesian Reconstruction of Disease Outbreaks by Combining Epidemiologic and Genomic Data 
2021-02-09 ,pdi,Phenotypic Index Measures for Oak Decline Severity 
2021-02-09 ,PHSMM,Penalised Maximum Likelihood Estimation for Hidden Semi-Markov Models 
2021-02-09 ,survHE,Survival Analysis in Health Economic Evaluation 
2021-02-08 ,adsDataHubR,Google Ads Data Hub API Client 
2021-02-08 ,arabic2kansuji,Convert Arabic Numerals to Kansuji 
2021-02-08 ,assertive.base,A Lightweight Core of the 'assertive' Package 
2021-02-08 ,BHTSpack,Bayesian Multi-Plate High-Throughput Screening of Compounds 
2021-02-08 ,Crossover,Analysis and Search of Crossover Designs 
2021-02-08 ,detectR,Change Point Detection 
2021-02-08 ,metapower,Power Analysis for Meta-Analysis 
2021-02-08 ,openMSE,Easily Install and Load the 'openMSE' Packages 
2021-02-08 ,RcmdrPlugin.DCCV,R Commander Plug-in for Dichotomous Choice Contingent Valuation 
2021-02-08 ,SMITIDvisu,Visualize Data for Host and Viral Population from 'SMITIDstruct' using 'HTMLwidgets' 
2021-02-08 ,Trendtwosub,Two Sample Order Free Trend Nonparametric Inference 
2021-02-07 ,CEDARS,Simple and Efficient Pipeline for Electronic Health Record Annotation 
2021-02-07 ,lmSubsets,Exact Variable-Subset Selection in Linear Regression 
2021-02-07 ,mlsbm,Efficient Estimation of Bayesian SBMs & MLSBMs 
2021-02-07 ,PopVar,Genomic Breeding Tools: Genetic Variance Prediction and Cross-Validation 
2021-02-07 ,VARMER,Variational Merging 
2021-02-06 ,fpp3,"Data for ""Forecasting: Principles and Practice"" (3rd Edition) "
2021-02-06 ,graphhopper,An R Interface to the 'GraphHopper' Directions API 
2021-02-06 ,lconnect,Simple Tools to Compute Landscape Connectivity Metrics 
2021-02-06 ,modules,Self Contained Units of Source Code 
2021-02-06 ,nanostringr,"Performs Quality Control, Data Normalization, and Batch Effect Correction for 'NanoString nCounter' Data "
2021-02-06 ,rsdmx,Tools for Reading SDMX Data and Metadata 
2021-02-05 ,cgmquantify,Analyzing Glucose and Glucose Variability 
2021-02-05 ,coreCT,Programmatic Analysis of Sediment Cores Using Computed Tomography Imaging 
2021-02-05 ,FamilyRank,Algorithm for Ranking Predictors Using Graphical Domain Knowledge 
2021-02-05 ,fractD,Estimation of Fractal Dimension of a Black Area in 2D and 3D (Slices) Images 
2021-02-05 ,metaprotr,Metaproteomics Post-Processing Analysis 
2021-02-05 ,nprotreg,Nonparametric Rotations for Sphere-Sphere Regression 
2021-02-05 ,prim,Patient Rule Induction Method (PRIM) 
2021-02-05 ,rapidoc,Generates 'RapiDoc' Documentation from an 'OpenAPI' Specification 
2021-02-05 ,raw,R Actuarial Workshops 
2021-02-05 ,redoc,Generates 'Redoc' Documentation from an 'OpenAPI' Specification 
2021-02-05 ,textTools,Functions for Text Cleansing and Text Analysis 
2021-02-05 ,tgamtheme,Globe and Mail Graphics Theme for 'ggplot2' 
2021-02-05 ,webdeveloper,Functions for Web Development 
2021-02-05 ,wowa,Weighted Ordered Weighted Average 
2021-02-04 ,clinmon,Hemodynamic Calculations from Clinical Monitoring 
2021-02-04 ,gromovlab,Gromov-Hausdorff Type Distances for Labeled Metric Spaces 
2021-02-04 ,linkcomm,"Tools for Generating, Visualizing, and Analysing Link Communities in Networks "
2021-02-04 ,morse,Modelling Tools for Reproduction and Survival Data in Ecotoxicology 
2021-02-04 ,networktree,Recursive Partitioning of Network Models 
2021-02-04 ,OUwie,Analysis of Evolutionary Rates in an OU Framework 
2021-02-04 ,RaJIVE,Robust Angle Based Joint and Individual Variation Explained 
2021-02-04 ,RMSNumpress,'Rcpp' Bindings to Native C++ Implementation of MS Numpress 
2021-02-04 ,SimBIID,Simulation-Based Inference Methods for Infectious Disease Models 
2021-02-03 ,asciiSetupReader,Reads Fixed-Width ASCII Data Files (.txt or .dat) that Have Accompanying Setup Files (.sps or .sas) 
2021-02-03 ,ckanr,Client for the Comprehensive Knowledge Archive Network ('CKAN') API 
2021-02-03 ,combinedevents,Calculate Scores and Marks for Track and Field Combined Events 
2021-02-03 ,crimeutils,"A Comprehensive Set of Functions to Clean, Analyze, and Present Crime Data "
2021-02-03 ,dfidx,Indexed Data Frames 
2021-02-03 ,Factoshiny,Perform Factorial Analysis from 'FactoMineR' with a Shiny Application 
2021-02-03 ,ontologyIndex,Functions for Reading Ontologies into R 
2021-02-03 ,optiscale,Optimal Scaling 
2021-02-03 ,scalpel,Processes Calcium Imaging Data 
2021-02-03 ,SemiCompRisks,Hierarchical Models for Parametric and Semi-Parametric Analyses of Semi-Competing Risks Data 
2021-02-02 ,agriwater,Evapotranspiration and Energy Fluxes Spatial Analysis 
2021-02-02 ,bootSVD,"Fast, Exact Bootstrap Principal Component Analysis for High Dimensional Data "
2021-02-02 ,ctqr,Censored and Truncated Quantile Regression 
2021-02-02 ,DiceOptim,Kriging-Based Optimization for Computer Experiments 
2021-02-02 ,enrichR,Provides an R Interface to 'Enrichr' 
2021-02-02 ,komaletter,Simply Beautiful PDF Letters from Markdown 
2021-02-02 ,lmeInfo,Information Matrices for 'lmeStruct' and 'glsStruct' Objects 
